stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000259455	9606.ENSP00000384364	GABBR2	NPY	9606	0.667	0	0	0	0.107	0	0.6	0.143
9606.ENSP00000259455	9606.ENSP00000384364	GABBR2	NPY	9606	0.667	0	0	0	0.107	0	0.6	0.143
9606.ENSP00000259455	9606.ENSP00000378492	GABBR2	GRM2	9606	0.721	0	0	0	0.087	0.158	0.6	0.394
9606.ENSP00000259455	9606.ENSP00000378492	GABBR2	GRM2	9606	0.721	0	0	0	0.087	0.158	0.6	0.394
9606.ENSP00000259455	9606.ENSP00000355316	GABBR2	GRM3	9606	0.77	0	0	0	0.231	0.158	0.6	0.426
9606.ENSP00000259455	9606.ENSP00000355316	GABBR2	GRM3	9606	0.77	0	0	0	0.231	0.158	0.6	0.426
9606.ENSP00000259455	9606.ENSP00000358867	GABBR2	GNAI3	9606	0.817	0	0	0	0.062	0	0.8	0.107
9606.ENSP00000259455	9606.ENSP00000358867	GABBR2	GNAI3	9606	0.817	0	0	0	0.062	0	0.8	0.107
9606.ENSP00000259455	9606.ENSP00000366233	GABBR2	GABBR1	9606	0.998	0	0	0	0.088	0.989	0.8	0.989
9606.ENSP00000259455	9606.ENSP00000366233	GABBR2	GABBR1	9606	0.998	0	0	0	0.088	0.989	0.8	0.989
9606.ENSP00000261707	9606.ENSP00000378492	SLC6A4	GRM2	9606	0.406	0	0	0	0.052	0	0	0.399
9606.ENSP00000261707	9606.ENSP00000378492	SLC6A4	GRM2	9606	0.406	0	0	0	0.052	0	0	0.399
9606.ENSP00000261707	9606.ENSP00000440185	SLC6A4	PDYN	9606	0.471	0	0	0	0.062	0	0	0.46
9606.ENSP00000261707	9606.ENSP00000440185	SLC6A4	PDYN	9606	0.471	0	0	0	0.062	0	0	0.46
9606.ENSP00000261707	9606.ENSP00000384364	SLC6A4	NPY	9606	0.528	0	0	0	0	0	0	0.528
9606.ENSP00000261707	9606.ENSP00000384364	SLC6A4	NPY	9606	0.528	0	0	0	0	0	0	0.528
9606.ENSP00000261707	9606.ENSP00000384092	SLC6A4	POMC	9606	0.603	0	0	0	0	0	0	0.603
9606.ENSP00000261707	9606.ENSP00000384092	SLC6A4	POMC	9606	0.603	0	0	0	0	0	0	0.603
9606.ENSP00000261707	9606.ENSP00000337949	SLC6A4	HTR7	9606	0.848	0	0	0	0.049	0.057	0	0.844
9606.ENSP00000261707	9606.ENSP00000337949	SLC6A4	HTR7	9606	0.848	0	0	0	0.049	0.057	0	0.844
9606.ENSP00000261707	9606.ENSP00000276198	SLC6A4	HTR2C	9606	0.872	0	0	0	0.052	0.057	0	0.869
9606.ENSP00000261707	9606.ENSP00000276198	SLC6A4	HTR2C	9606	0.872	0	0	0	0.052	0.057	0	0.869
9606.ENSP00000261707	9606.ENSP00000354511	SLC6A4	COMT	9606	0.873	0	0	0	0	0	0	0.873
9606.ENSP00000261707	9606.ENSP00000354511	SLC6A4	COMT	9606	0.873	0	0	0	0	0	0	0.873
9606.ENSP00000261707	9606.ENSP00000340684	SLC6A4	MAOA	9606	0.887	0	0	0	0.062	0	0	0.884
9606.ENSP00000261707	9606.ENSP00000340684	SLC6A4	MAOA	9606	0.887	0	0	0	0.062	0	0	0.884
9606.ENSP00000261707	9606.ENSP00000298472	SLC6A4	SLC18A2	9606	0.894	0	0	0	0.049	0.07	0	0.889
9606.ENSP00000261707	9606.ENSP00000298472	SLC6A4	SLC18A2	9606	0.894	0	0	0	0.049	0.07	0	0.889
9606.ENSP00000261707	9606.ENSP00000358963	SLC6A4	HTR1B	9606	0.895	0	0	0	0	0.057	0	0.893
9606.ENSP00000261707	9606.ENSP00000358963	SLC6A4	HTR1B	9606	0.895	0	0	0	0	0.057	0	0.893
9606.ENSP00000261707	9606.ENSP00000329093	SLC6A4	TPH2	9606	0.912	0	0	0	0.062	0	0	0.91
9606.ENSP00000261707	9606.ENSP00000329093	SLC6A4	TPH2	9606	0.912	0	0	0	0.062	0	0	0.91
9606.ENSP00000261707	9606.ENSP00000437737	SLC6A4	HTR2A	9606	0.914	0	0	0	0	0.057	0	0.912
9606.ENSP00000261707	9606.ENSP00000437737	SLC6A4	HTR2A	9606	0.914	0	0	0	0	0.057	0	0.912
9606.ENSP00000261707	9606.ENSP00000316244	SLC6A4	HTR1A	9606	0.982	0	0	0	0	0.057	0	0.981
9606.ENSP00000261707	9606.ENSP00000316244	SLC6A4	HTR1A	9606	0.982	0	0	0	0	0.057	0	0.981
9606.ENSP00000276198	9606.ENSP00000440185	HTR2C	PDYN	9606	0.443	0	0	0	0.153	0	0	0.369
9606.ENSP00000276198	9606.ENSP00000440185	HTR2C	PDYN	9606	0.443	0	0	0	0.153	0	0	0.369
9606.ENSP00000276198	9606.ENSP00000378492	HTR2C	GRM2	9606	0.542	0	0	0	0.089	0.056	0	0.51
9606.ENSP00000276198	9606.ENSP00000378492	HTR2C	GRM2	9606	0.542	0	0	0	0.089	0.056	0	0.51
9606.ENSP00000276198	9606.ENSP00000354511	HTR2C	COMT	9606	0.561	0	0	0	0	0	0	0.561
9606.ENSP00000276198	9606.ENSP00000354511	HTR2C	COMT	9606	0.561	0	0	0	0	0	0	0.561
9606.ENSP00000276198	9606.ENSP00000384364	HTR2C	NPY	9606	0.598	0	0	0	0.089	0	0	0.577
9606.ENSP00000276198	9606.ENSP00000384364	HTR2C	NPY	9606	0.598	0	0	0	0.089	0	0	0.577
9606.ENSP00000276198	9606.ENSP00000298472	HTR2C	SLC18A2	9606	0.624	0	0	0	0	0	0	0.624
9606.ENSP00000276198	9606.ENSP00000298472	HTR2C	SLC18A2	9606	0.624	0	0	0	0	0	0	0.624
9606.ENSP00000276198	9606.ENSP00000384092	HTR2C	POMC	9606	0.664	0	0	0	0	0	0	0.663
9606.ENSP00000276198	9606.ENSP00000384092	HTR2C	POMC	9606	0.664	0	0	0	0	0	0	0.663
9606.ENSP00000276198	9606.ENSP00000329093	HTR2C	TPH2	9606	0.666	0	0	0	0.062	0	0	0.658
9606.ENSP00000276198	9606.ENSP00000329093	HTR2C	TPH2	9606	0.666	0	0	0	0.062	0	0	0.658
9606.ENSP00000276198	9606.ENSP00000340684	HTR2C	MAOA	9606	0.684	0	0	0	0.062	0	0	0.677
9606.ENSP00000276198	9606.ENSP00000340684	HTR2C	MAOA	9606	0.684	0	0	0	0.062	0	0	0.677
9606.ENSP00000276198	9606.ENSP00000437737	HTR2C	HTR2A	9606	0.928	0	0	0	0.085	0.621	0.8	0.919
9606.ENSP00000276198	9606.ENSP00000437737	HTR2C	HTR2A	9606	0.928	0	0	0	0.085	0.621	0.8	0.919
9606.ENSP00000297323	9606.ENSP00000358963	ADCY1	HTR1B	9606	0.589	0	0	0	0.063	0.056	0	0.572
9606.ENSP00000297323	9606.ENSP00000358963	ADCY1	HTR1B	9606	0.589	0	0	0	0.063	0.056	0	0.572
9606.ENSP00000297323	9606.ENSP00000358867	ADCY1	GNAI3	9606	0.96	0	0	0	0.062	0.201	0.9	0.531
9606.ENSP00000297323	9606.ENSP00000358867	ADCY1	GNAI3	9606	0.96	0	0	0	0.062	0.201	0.9	0.531
9606.ENSP00000298472	9606.ENSP00000384364	SLC18A2	NPY	9606	0.472	0	0	0	0	0	0	0.472
9606.ENSP00000298472	9606.ENSP00000384364	SLC18A2	NPY	9606	0.472	0	0	0	0	0	0	0.472
9606.ENSP00000298472	9606.ENSP00000337949	SLC18A2	HTR7	9606	0.499	0	0	0	0	0	0	0.499
9606.ENSP00000298472	9606.ENSP00000337949	SLC18A2	HTR7	9606	0.499	0	0	0	0	0	0	0.499
9606.ENSP00000298472	9606.ENSP00000358963	SLC18A2	HTR1B	9606	0.586	0	0	0	0	0	0	0.586
9606.ENSP00000298472	9606.ENSP00000358963	SLC18A2	HTR1B	9606	0.586	0	0	0	0	0	0	0.586
9606.ENSP00000298472	9606.ENSP00000437737	SLC18A2	HTR2A	9606	0.627	0	0	0	0	0	0	0.627
9606.ENSP00000298472	9606.ENSP00000437737	SLC18A2	HTR2A	9606	0.627	0	0	0	0	0	0	0.627
9606.ENSP00000298472	9606.ENSP00000329093	SLC18A2	TPH2	9606	0.636	0	0	0	0.066	0.131	0	0.587
9606.ENSP00000298472	9606.ENSP00000329093	SLC18A2	TPH2	9606	0.636	0	0	0	0.066	0.131	0	0.587
9606.ENSP00000298472	9606.ENSP00000354511	SLC18A2	COMT	9606	0.691	0	0	0	0	0	0	0.691
9606.ENSP00000298472	9606.ENSP00000354511	SLC18A2	COMT	9606	0.691	0	0	0	0	0	0	0.691
9606.ENSP00000298472	9606.ENSP00000316244	SLC18A2	HTR1A	9606	0.721	0	0	0	0	0	0	0.72
9606.ENSP00000298472	9606.ENSP00000316244	SLC18A2	HTR1A	9606	0.721	0	0	0	0	0	0	0.72
9606.ENSP00000298472	9606.ENSP00000340684	SLC18A2	MAOA	9606	0.723	0	0	0	0.064	0	0	0.717
9606.ENSP00000298472	9606.ENSP00000340684	SLC18A2	MAOA	9606	0.723	0	0	0	0.064	0	0	0.717
9606.ENSP00000316244	9606.ENSP00000355316	HTR1A	GRM3	9606	0.486	0	0	0	0.205	0.056	0	0.37
9606.ENSP00000316244	9606.ENSP00000355316	HTR1A	GRM3	9606	0.486	0	0	0	0.205	0.056	0	0.37
9606.ENSP00000316244	9606.ENSP00000437737	HTR1A	HTR2A	9606	0.55	0	0	0	0.108	0.357	0	0.937
9606.ENSP00000316244	9606.ENSP00000437737	HTR1A	HTR2A	9606	0.55	0	0	0	0.108	0.357	0	0.937
9606.ENSP00000316244	9606.ENSP00000358963	HTR1A	HTR1B	9606	0.562	0	0	0	0.097	0.491	0	0.915
9606.ENSP00000316244	9606.ENSP00000358963	HTR1A	HTR1B	9606	0.562	0	0	0	0.097	0.491	0	0.915
9606.ENSP00000316244	9606.ENSP00000440185	HTR1A	PDYN	9606	0.59	0	0	0	0.273	0	0	0.459
9606.ENSP00000316244	9606.ENSP00000440185	HTR1A	PDYN	9606	0.59	0	0	0	0.273	0	0	0.459
9606.ENSP00000316244	9606.ENSP00000366233	HTR1A	GABBR1	9606	0.608	0	0	0	0.108	0	0	0.579
9606.ENSP00000316244	9606.ENSP00000366233	HTR1A	GABBR1	9606	0.608	0	0	0	0.108	0	0	0.579
9606.ENSP00000316244	9606.ENSP00000378492	HTR1A	GRM2	9606	0.655	0	0	0	0.117	0.056	0	0.619
9606.ENSP00000316244	9606.ENSP00000378492	HTR1A	GRM2	9606	0.655	0	0	0	0.117	0.056	0	0.619
9606.ENSP00000316244	9606.ENSP00000354511	HTR1A	COMT	9606	0.661	0	0	0	0	0	0	0.661
9606.ENSP00000316244	9606.ENSP00000354511	HTR1A	COMT	9606	0.661	0	0	0	0	0	0	0.661
9606.ENSP00000316244	9606.ENSP00000384092	HTR1A	POMC	9606	0.677	0	0	0	0.064	0	0	0.67
9606.ENSP00000316244	9606.ENSP00000384092	HTR1A	POMC	9606	0.677	0	0	0	0.064	0	0	0.67
9606.ENSP00000316244	9606.ENSP00000358867	HTR1A	GNAI3	9606	0.766	0	0	0	0.062	0.303	0.6	0.212
9606.ENSP00000316244	9606.ENSP00000358867	HTR1A	GNAI3	9606	0.766	0	0	0	0.062	0.303	0.6	0.212
9606.ENSP00000316244	9606.ENSP00000340684	HTR1A	MAOA	9606	0.772	0	0	0	0	0	0	0.772
9606.ENSP00000316244	9606.ENSP00000340684	HTR1A	MAOA	9606	0.772	0	0	0	0	0	0	0.772
9606.ENSP00000316244	9606.ENSP00000329093	HTR1A	TPH2	9606	0.814	0	0	0	0.062	0	0	0.81
9606.ENSP00000316244	9606.ENSP00000329093	HTR1A	TPH2	9606	0.814	0	0	0	0.062	0	0	0.81
9606.ENSP00000316244	9606.ENSP00000384364	HTR1A	NPY	9606	0.841	0	0	0	0.124	0	0.6	0.584
9606.ENSP00000316244	9606.ENSP00000384364	HTR1A	NPY	9606	0.841	0	0	0	0.124	0	0.6	0.584
9606.ENSP00000329093	9606.ENSP00000337949	TPH2	HTR7	9606	0.511	0	0	0	0.062	0	0	0.5
9606.ENSP00000329093	9606.ENSP00000337949	TPH2	HTR7	9606	0.511	0	0	0	0.062	0	0	0.5
9606.ENSP00000329093	9606.ENSP00000354511	TPH2	COMT	9606	0.569	0	0	0	0.052	0	0	0.564
9606.ENSP00000329093	9606.ENSP00000354511	TPH2	COMT	9606	0.569	0	0	0	0.052	0	0	0.564
9606.ENSP00000329093	9606.ENSP00000437737	TPH2	HTR2A	9606	0.66	0	0	0	0	0	0	0.66
9606.ENSP00000329093	9606.ENSP00000437737	TPH2	HTR2A	9606	0.66	0	0	0	0	0	0	0.66
9606.ENSP00000329093	9606.ENSP00000358963	TPH2	HTR1B	9606	0.662	0	0	0	0	0	0	0.662
9606.ENSP00000329093	9606.ENSP00000358963	TPH2	HTR1B	9606	0.662	0	0	0	0	0	0	0.662
9606.ENSP00000329093	9606.ENSP00000340684	TPH2	MAOA	9606	0.695	0	0	0	0.062	0	0	0.688
9606.ENSP00000329093	9606.ENSP00000340684	TPH2	MAOA	9606	0.695	0	0	0	0.062	0	0	0.688
9606.ENSP00000337949	9606.ENSP00000378492	HTR7	GRM2	9606	0.417	0	0	0	0.062	0.056	0	0.395
9606.ENSP00000337949	9606.ENSP00000378492	HTR7	GRM2	9606	0.417	0	0	0	0.062	0.056	0	0.395
9606.ENSP00000337949	9606.ENSP00000340684	HTR7	MAOA	9606	0.536	0	0	0	0	0	0	0.536
9606.ENSP00000337949	9606.ENSP00000340684	HTR7	MAOA	9606	0.536	0	0	0	0	0	0	0.536
9606.ENSP00000340684	9606.ENSP00000384092	MAOA	POMC	9606	0.47	0	0	0	0	0	0	0.47
9606.ENSP00000340684	9606.ENSP00000384092	MAOA	POMC	9606	0.47	0	0	0	0	0	0	0.47
9606.ENSP00000340684	9606.ENSP00000358963	MAOA	HTR1B	9606	0.708	0	0	0	0	0	0	0.708
9606.ENSP00000340684	9606.ENSP00000358963	MAOA	HTR1B	9606	0.708	0	0	0	0	0	0	0.708
9606.ENSP00000340684	9606.ENSP00000437737	MAOA	HTR2A	9606	0.782	0	0	0	0	0	0	0.782
9606.ENSP00000340684	9606.ENSP00000437737	MAOA	HTR2A	9606	0.782	0	0	0	0	0	0	0.782
9606.ENSP00000340684	9606.ENSP00000354511	MAOA	COMT	9606	0.989	0	0	0	0	0	0.9	0.899
9606.ENSP00000340684	9606.ENSP00000354511	MAOA	COMT	9606	0.989	0	0	0	0	0	0.9	0.899
9606.ENSP00000354511	9606.ENSP00000378492	COMT	GRM2	9606	0.409	0	0	0	0	0.142	0	0.34
9606.ENSP00000354511	9606.ENSP00000378492	COMT	GRM2	9606	0.409	0	0	0	0	0.142	0	0.34
9606.ENSP00000354511	9606.ENSP00000384092	COMT	POMC	9606	0.451	0	0	0	0	0	0	0.451
9606.ENSP00000354511	9606.ENSP00000384092	COMT	POMC	9606	0.451	0	0	0	0	0	0	0.451
9606.ENSP00000354511	9606.ENSP00000384364	COMT	NPY	9606	0.459	0	0	0	0	0	0	0.459
9606.ENSP00000354511	9606.ENSP00000384364	COMT	NPY	9606	0.459	0	0	0	0	0	0	0.459
9606.ENSP00000354511	9606.ENSP00000358963	COMT	HTR1B	9606	0.562	0	0	0	0	0	0	0.562
9606.ENSP00000354511	9606.ENSP00000358963	COMT	HTR1B	9606	0.562	0	0	0	0	0	0	0.562
9606.ENSP00000354511	9606.ENSP00000437737	COMT	HTR2A	9606	0.769	0	0	0	0	0	0	0.769
9606.ENSP00000354511	9606.ENSP00000437737	COMT	HTR2A	9606	0.769	0	0	0	0	0	0	0.769
9606.ENSP00000354511	9606.ENSP00000355316	COMT	GRM3	9606	0.779	0	0	0	0	0.142	0	0.753
9606.ENSP00000354511	9606.ENSP00000355316	COMT	GRM3	9606	0.779	0	0	0	0	0.142	0	0.753
9606.ENSP00000355316	9606.ENSP00000440185	GRM3	PDYN	9606	0.519	0	0	0	0.17	0	0	0.444
9606.ENSP00000355316	9606.ENSP00000440185	GRM3	PDYN	9606	0.519	0	0	0	0.17	0	0	0.444
9606.ENSP00000355316	9606.ENSP00000366233	GRM3	GABBR1	9606	0.737	0	0	0	0.099	0.158	0.6	0.469
9606.ENSP00000355316	9606.ENSP00000366233	GRM3	GABBR1	9606	0.737	0	0	0	0.099	0.158	0.6	0.469
9606.ENSP00000355316	9606.ENSP00000358867	GRM3	GNAI3	9606	0.81	0	0	0	0.062	0	0.8	0.071
9606.ENSP00000355316	9606.ENSP00000358867	GRM3	GNAI3	9606	0.81	0	0	0	0.062	0	0.8	0.071
9606.ENSP00000355316	9606.ENSP00000378492	GRM3	GRM2	9606	0.816	0	0	0	0.096	0	0.8	0.974
9606.ENSP00000355316	9606.ENSP00000378492	GRM3	GRM2	9606	0.816	0	0	0	0.096	0	0.8	0.974
9606.ENSP00000355316	9606.ENSP00000437737	GRM3	HTR2A	9606	0.825	0	0	0	0.13	0.121	0	0.789
9606.ENSP00000355316	9606.ENSP00000437737	GRM3	HTR2A	9606	0.825	0	0	0	0.13	0.121	0	0.789
9606.ENSP00000358867	9606.ENSP00000384092	GNAI3	POMC	9606	0.6	0	0	0	0	0	0.6	0
9606.ENSP00000358867	9606.ENSP00000384092	GNAI3	POMC	9606	0.6	0	0	0	0	0	0.6	0
9606.ENSP00000358867	9606.ENSP00000440185	GNAI3	PDYN	9606	0.604	0	0	0	0.052	0	0.6	0
9606.ENSP00000358867	9606.ENSP00000440185	GNAI3	PDYN	9606	0.604	0	0	0	0.052	0	0.6	0
9606.ENSP00000358867	9606.ENSP00000358963	GNAI3	HTR1B	9606	0.674	0	0	0	0.049	0.151	0.6	0.112
9606.ENSP00000358867	9606.ENSP00000358963	GNAI3	HTR1B	9606	0.674	0	0	0	0.049	0.151	0.6	0.112
9606.ENSP00000358867	9606.ENSP00000378492	GNAI3	GRM2	9606	0.816	0	0	0	0.052	0	0.8	0.108
9606.ENSP00000358867	9606.ENSP00000378492	GNAI3	GRM2	9606	0.816	0	0	0	0.052	0	0.8	0.108
9606.ENSP00000358867	9606.ENSP00000366233	GNAI3	GABBR1	9606	0.833	0	0	0	0.062	0	0.8	0.186
9606.ENSP00000358867	9606.ENSP00000366233	GNAI3	GABBR1	9606	0.833	0	0	0	0.062	0	0.8	0.186
9606.ENSP00000358963	9606.ENSP00000384092	HTR1B	POMC	9606	0.479	0	0	0	0	0	0	0.479
9606.ENSP00000358963	9606.ENSP00000384092	HTR1B	POMC	9606	0.479	0	0	0	0	0	0	0.479
9606.ENSP00000358963	9606.ENSP00000384364	HTR1B	NPY	9606	0.802	0	0	0	0.062	0	0.6	0.515
9606.ENSP00000358963	9606.ENSP00000384364	HTR1B	NPY	9606	0.802	0	0	0	0.062	0	0.6	0.515
9606.ENSP00000366233	9606.ENSP00000437737	GABBR1	HTR2A	9606	0.437	0	0	0	0.089	0	0	0.408
9606.ENSP00000366233	9606.ENSP00000437737	GABBR1	HTR2A	9606	0.437	0	0	0	0.089	0	0	0.408
9606.ENSP00000366233	9606.ENSP00000378492	GABBR1	GRM2	9606	0.748	0	0	0	0.109	0.158	0.6	0.52
9606.ENSP00000366233	9606.ENSP00000378492	GABBR1	GRM2	9606	0.748	0	0	0	0.109	0.158	0.6	0.52
9606.ENSP00000366233	9606.ENSP00000384364	GABBR1	NPY	9606	0.772	0	0	0	0.088	0	0.6	0.427
9606.ENSP00000366233	9606.ENSP00000384364	GABBR1	NPY	9606	0.772	0	0	0	0.088	0	0.6	0.427
9606.ENSP00000378492	9606.ENSP00000437737	GRM2	HTR2A	9606	0.993	0	0	0	0.075	0.392	0	0.989
9606.ENSP00000378492	9606.ENSP00000437737	GRM2	HTR2A	9606	0.993	0	0	0	0.075	0.392	0	0.989
9606.ENSP00000384092	9606.ENSP00000437737	POMC	HTR2A	9606	0.52	0	0	0	0	0	0	0.52
9606.ENSP00000384092	9606.ENSP00000437737	POMC	HTR2A	9606	0.52	0	0	0	0	0	0	0.52
9606.ENSP00000384092	9606.ENSP00000384364	POMC	NPY	9606	0.96	0	0	0	0.062	0	0	0.959
9606.ENSP00000384092	9606.ENSP00000384364	POMC	NPY	9606	0.96	0	0	0	0.062	0	0	0.959
9606.ENSP00000384092	9606.ENSP00000440185	POMC	PDYN	9606	0.974	0	0	0	0.065	0	0.8	0.873
9606.ENSP00000384092	9606.ENSP00000440185	POMC	PDYN	9606	0.974	0	0	0	0.065	0	0.8	0.873
9606.ENSP00000384364	9606.ENSP00000437737	NPY	HTR2A	9606	0.599	0	0	0	0.076	0	0	0.584
9606.ENSP00000384364	9606.ENSP00000437737	NPY	HTR2A	9606	0.599	0	0	0	0.076	0	0	0.584
9606.ENSP00000384364	9606.ENSP00000440185	NPY	PDYN	9606	0.841	0	0	0	0.12	0	0	0.827
9606.ENSP00000384364	9606.ENSP00000440185	NPY	PDYN	9606	0.841	0	0	0	0.12	0	0	0.827
9606.ENSP00000437737	9606.ENSP00000440185	HTR2A	PDYN	9606	0.42	0	0	0	0.088	0	0	0.391
9606.ENSP00000437737	9606.ENSP00000440185	HTR2A	PDYN	9606	0.42	0	0	0	0.088	0	0	0.391
